2019-06-02 08:03:20 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   1,1; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 300.0; Tile: START
2019-06-02 08:03:22 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   5,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 288.0; Tile: ROAD
2019-06-02 08:03:22 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   6,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 287.0; Tile: ROAD
2019-06-02 08:03:22 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   7,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 286.0; Tile: ROAD
2019-06-02 08:03:22 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   8,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 285.0; Tile: ROAD
2019-06-02 08:03:22 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   9,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 284.0; Tile: ROAD
2019-06-02 08:03:22 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  10,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 283.0; Tile: ROAD
2019-06-02 08:03:23 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  11,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 282.0; Tile: ROAD
2019-06-02 08:03:23 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  12,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 281.0; Tile: ROAD
2019-06-02 08:03:23 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  13,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 280.0; Tile: ROAD
2019-06-02 08:03:23 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  14,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 279.0; Tile: ROAD
2019-06-02 08:03:23 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  15,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 278.0; Tile: ROAD
2019-06-02 08:03:23 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  16,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 277.0; Tile: ROAD
2019-06-02 08:03:23 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  17,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 276.0; Tile: ROAD
2019-06-02 08:03:23 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  18,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 275.0; Tile: ROAD
2019-06-02 08:03:24 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  19,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 274.0; Tile: ROAD
2019-06-02 08:03:24 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  20,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 273.0; Tile: ROAD
2019-06-02 08:03:24 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  21,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 272.0; Tile: ROAD
2019-06-02 08:03:24 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  22,5; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 271.0; Tile: ROAD
2019-06-02 08:03:24 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  22,6; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 270.0; Tile: ROAD
2019-06-02 08:03:24 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  22,7; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 269.0; Tile: ROAD
2019-06-02 08:03:24 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  22,8; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 268.0; Tile: ROAD
2019-06-02 08:03:24 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  22,9; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 267.0; Tile: ROAD
2019-06-02 08:03:25 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 22,10; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 266.0; Tile: ROAD
2019-06-02 08:03:25 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 23,10; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 265.0; Tile: ROAD
2019-06-02 08:03:25 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 24,10; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 264.0; Tile: ROAD
2019-06-02 08:03:25 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 25,10; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 263.0; Tile: ROAD
2019-06-02 08:03:25 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 26,10; Parcels:      0; Health: 300.0; Health Usage: 300.0; Fuel: 262.0; Tile: ROAD
2019-06-02 08:03:25 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 27,10; Parcels:      0; Health: 305.0; Health Usage: 305.0; Fuel: 261.0; Tile: ROAD
2019-06-02 08:03:25 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 28,10; Parcels:      0; Health: 310.0; Health Usage: 310.0; Fuel: 260.0; Tile: ROAD
2019-06-02 08:03:25 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 29,10; Parcels:      0; Health: 310.0; Health Usage: 310.0; Fuel: 259.0; Tile: ROAD
2019-06-02 08:03:26 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 30,10; Parcels:      0; Health: 310.0; Health Usage: 310.0; Fuel: 258.0; Tile: ROAD
2019-06-02 08:03:26 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 31,10; Parcels:      0; Health: 310.0; Health Usage: 310.0; Fuel: 257.0; Tile: ROAD
2019-06-02 08:03:26 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  31,9; Parcels:      0; Health: 310.0; Health Usage: 310.0; Fuel: 256.0; Tile: ROAD
2019-06-02 08:03:26 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  31,8; Parcels:      1; Health: 310.0; Health Usage: 310.0; Fuel: 255.0; Tile: ROAD
2019-06-02 08:03:26 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  30,8; Parcels:      1; Health: 310.0; Health Usage: 310.0; Fuel: 254.0; Tile: ROAD
2019-06-02 08:03:26 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  29,8; Parcels:      1; Health: 310.0; Health Usage: 310.0; Fuel: 253.0; Tile: ROAD
2019-06-02 08:03:26 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  29,7; Parcels:      1; Health: 315.0; Health Usage: 315.0; Fuel: 252.0; Tile: ROAD
2019-06-02 08:03:26 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  29,6; Parcels:      1; Health: 320.0; Health Usage: 320.0; Fuel: 251.0; Tile: ROAD
2019-06-02 08:03:27 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  29,5; Parcels:      1; Health: 325.0; Health Usage: 325.0; Fuel: 250.0; Tile: ROAD
2019-06-02 08:03:27 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  29,4; Parcels:      1; Health: 330.0; Health Usage: 330.0; Fuel: 249.0; Tile: ROAD
2019-06-02 08:03:27 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  29,3; Parcels:      1; Health: 335.0; Health Usage: 335.0; Fuel: 248.0; Tile: ROAD
2019-06-02 08:03:27 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  30,3; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 247.0; Tile: ROAD
2019-06-02 08:03:27 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  31,3; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 246.0; Tile: ROAD
2019-06-02 08:03:27 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  32,3; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 245.0; Tile: ROAD
2019-06-02 08:03:27 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  33,3; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 244.0; Tile: ROAD
2019-06-02 08:03:27 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  34,3; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 243.0; Tile: ROAD
2019-06-02 08:03:28 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  35,3; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 242.0; Tile: ROAD
2019-06-02 08:03:28 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  35,4; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 241.0; Tile: ROAD
2019-06-02 08:03:28 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  35,5; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 240.0; Tile: ROAD
2019-06-02 08:03:28 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  35,6; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 239.0; Tile: ROAD
2019-06-02 08:03:28 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  35,7; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 238.0; Tile: ROAD
2019-06-02 08:03:28 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  35,8; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 237.0; Tile: ROAD
2019-06-02 08:03:28 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  35,9; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 236.0; Tile: ROAD
2019-06-02 08:03:28 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 35,10; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 235.0; Tile: ROAD
2019-06-02 08:03:29 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 35,11; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 234.0; Tile: ROAD
2019-06-02 08:03:29 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 35,12; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 233.0; Tile: ROAD
2019-06-02 08:03:29 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 34,12; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 232.0; Tile: ROAD
2019-06-02 08:03:29 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 34,11; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 231.0; Tile: ROAD
2019-06-02 08:03:29 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 34,10; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 230.0; Tile: ROAD
2019-06-02 08:03:29 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  34,9; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 229.0; Tile: ROAD
2019-06-02 08:03:29 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  34,8; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 228.0; Tile: ROAD
2019-06-02 08:03:29 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  34,7; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 227.0; Tile: ROAD
2019-06-02 08:03:30 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  34,6; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 226.0; Tile: ROAD
2019-06-02 08:03:30 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  34,5; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 225.0; Tile: ROAD
2019-06-02 08:03:30 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  33,5; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 224.0; Tile: ROAD
2019-06-02 08:03:30 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  32,5; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 223.0; Tile: ROAD
2019-06-02 08:03:30 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  31,5; Parcels:      1; Health: 340.0; Health Usage: 340.0; Fuel: 222.0; Tile: ROAD
2019-06-02 08:03:30 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  30,5; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 221.0; Tile: ROAD
2019-06-02 08:03:30 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  29,5; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 220.0; Tile: ROAD
2019-06-02 08:03:30 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  29,6; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 219.0; Tile: ROAD
2019-06-02 08:03:31 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  29,7; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 218.0; Tile: ROAD
2019-06-02 08:03:31 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  29,8; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 217.0; Tile: ROAD
2019-06-02 08:03:31 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  30,8; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 216.0; Tile: ROAD
2019-06-02 08:03:31 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  31,8; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 215.0; Tile: ROAD
2019-06-02 08:03:31 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  31,9; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 214.0; Tile: ROAD
2019-06-02 08:03:31 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 31,10; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 213.0; Tile: ROAD
2019-06-02 08:03:31 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 31,11; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 212.0; Tile: ROAD
2019-06-02 08:03:31 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 31,12; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 211.0; Tile: ROAD
2019-06-02 08:03:32 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 31,13; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 210.0; Tile: ROAD
2019-06-02 08:03:32 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 31,14; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 209.0; Tile: ROAD
2019-06-02 08:03:32 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 31,15; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 208.0; Tile: ROAD
2019-06-02 08:03:32 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 31,16; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 207.0; Tile: ROAD
2019-06-02 08:03:32 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 31,17; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 206.0; Tile: ROAD
2019-06-02 08:03:32 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 31,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 205.0; Tile: ROAD
2019-06-02 08:03:32 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 32,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 204.0; Tile: ROAD
2019-06-02 08:03:32 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 33,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 203.0; Tile: ROAD
2019-06-02 08:03:33 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 34,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 202.0; Tile: ROAD
2019-06-02 08:03:33 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 35,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 201.0; Tile: ROAD
2019-06-02 08:03:33 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 36,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 200.0; Tile: ROAD
2019-06-02 08:03:33 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 37,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 199.0; Tile: ROAD
2019-06-02 08:03:33 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 38,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 198.0; Tile: ROAD
2019-06-02 08:03:33 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 39,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 197.0; Tile: ROAD
2019-06-02 08:03:33 INFO  Car - Speed:   1.0; Angle:   WEST; Position: 40,18; Parcels:      1; Health: 345.0; Health Usage: 345.0; Fuel: 196.0; Tile: ROAD
2019-06-02 08:03:33 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 40,17; Parcels:      1; Health: 340.0; Health Usage: 345.0; Fuel: 195.0; Tile: TRAP(lava)
2019-06-02 08:03:34 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 40,16; Parcels:      1; Health: 335.0; Health Usage: 345.0; Fuel: 194.0; Tile: TRAP(lava)
2019-06-02 08:03:34 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 40,15; Parcels:      1; Health: 330.0; Health Usage: 345.0; Fuel: 193.0; Tile: TRAP(lava)
2019-06-02 08:03:34 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 40,14; Parcels:      1; Health: 325.0; Health Usage: 345.0; Fuel: 192.0; Tile: TRAP(lava)
2019-06-02 08:03:34 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 40,13; Parcels:      1; Health: 320.0; Health Usage: 345.0; Fuel: 191.0; Tile: TRAP(lava)
2019-06-02 08:03:34 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 40,12; Parcels:      1; Health: 315.0; Health Usage: 345.0; Fuel: 190.0; Tile: TRAP(lava)
2019-06-02 08:03:34 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 40,11; Parcels:      1; Health: 310.0; Health Usage: 345.0; Fuel: 189.0; Tile: TRAP(lava)
2019-06-02 08:03:34 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 40,10; Parcels:      1; Health: 305.0; Health Usage: 345.0; Fuel: 188.0; Tile: TRAP(lava)
2019-06-02 08:03:34 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  40,9; Parcels:      1; Health: 305.0; Health Usage: 345.0; Fuel: 187.0; Tile: ROAD
2019-06-02 08:03:35 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  39,9; Parcels:      1; Health: 305.0; Health Usage: 345.0; Fuel: 186.0; Tile: ROAD
2019-06-02 08:03:35 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  38,9; Parcels:      1; Health: 305.0; Health Usage: 345.0; Fuel: 185.0; Tile: ROAD
2019-06-02 08:03:35 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  37,9; Parcels:      1; Health: 305.0; Health Usage: 345.0; Fuel: 184.0; Tile: ROAD
2019-06-02 08:03:35 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  37,8; Parcels:      1; Health: 305.0; Health Usage: 345.0; Fuel: 183.0; Tile: ROAD
2019-06-02 08:03:35 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  37,7; Parcels:      2; Health: 305.0; Health Usage: 345.0; Fuel: 182.0; Tile: ROAD
2019-06-02 08:03:35 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  38,7; Parcels:      2; Health: 305.0; Health Usage: 345.0; Fuel: 181.0; Tile: ROAD
2019-06-02 08:03:35 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  39,7; Parcels:      2; Health: 305.0; Health Usage: 345.0; Fuel: 180.0; Tile: ROAD
2019-06-02 08:03:35 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  40,7; Parcels:      2; Health: 305.0; Health Usage: 345.0; Fuel: 179.0; Tile: ROAD
2019-06-02 08:03:36 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  40,8; Parcels:      2; Health: 306.3; Health Usage: 346.25; Fuel: 178.0; Tile: TRAP(health)
2019-06-02 08:03:36 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  40,9; Parcels:      2; Health: 306.3; Health Usage: 346.25; Fuel: 177.0; Tile: ROAD
2019-06-02 08:03:36 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 40,10; Parcels:      2; Health: 301.3; Health Usage: 346.25; Fuel: 176.0; Tile: TRAP(lava)
2019-06-02 08:03:36 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 40,11; Parcels:      2; Health: 296.3; Health Usage: 346.25; Fuel: 175.0; Tile: TRAP(lava)
2019-06-02 08:03:36 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 40,12; Parcels:      2; Health: 291.3; Health Usage: 346.25; Fuel: 174.0; Tile: TRAP(lava)
2019-06-02 08:03:36 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 40,13; Parcels:      2; Health: 286.3; Health Usage: 346.25; Fuel: 173.0; Tile: TRAP(lava)
2019-06-02 08:03:36 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 40,14; Parcels:      2; Health: 281.3; Health Usage: 346.25; Fuel: 172.0; Tile: TRAP(lava)
2019-06-02 08:03:36 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 40,15; Parcels:      2; Health: 276.3; Health Usage: 346.25; Fuel: 171.0; Tile: TRAP(lava)
2019-06-02 08:03:37 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 40,16; Parcels:      2; Health: 271.3; Health Usage: 346.25; Fuel: 170.0; Tile: TRAP(lava)
2019-06-02 08:03:37 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 40,17; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 169.0; Tile: TRAP(lava)
2019-06-02 08:03:37 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position: 40,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 168.0; Tile: ROAD
2019-06-02 08:03:37 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 39,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 167.0; Tile: ROAD
2019-06-02 08:03:37 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 38,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 166.0; Tile: ROAD
2019-06-02 08:03:37 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 37,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 165.0; Tile: ROAD
2019-06-02 08:03:37 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 36,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 164.0; Tile: ROAD
2019-06-02 08:03:37 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 35,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 163.0; Tile: ROAD
2019-06-02 08:03:38 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 34,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 162.0; Tile: ROAD
2019-06-02 08:03:38 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 33,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 161.0; Tile: ROAD
2019-06-02 08:03:38 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 32,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 160.0; Tile: ROAD
2019-06-02 08:03:38 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 31,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 159.0; Tile: ROAD
2019-06-02 08:03:38 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 30,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 158.0; Tile: ROAD
2019-06-02 08:03:38 INFO  Car - Speed:   1.0; Angle:   EAST; Position: 29,18; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 157.0; Tile: ROAD
2019-06-02 08:03:38 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 29,17; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 156.0; Tile: ROAD
2019-06-02 08:03:38 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 29,16; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 155.0; Tile: ROAD
2019-06-02 08:03:39 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 29,15; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 154.0; Tile: ROAD
2019-06-02 08:03:39 INFO  Car - Speed:   1.0; Angle:  NORTH; Position: 29,14; Parcels:      2; Health: 266.3; Health Usage: 346.25; Fuel: 153.0; Tile: ROAD
